DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
09-Jun-20,CIC,CIC Insurance Group Ltd,2,3.65,2.32,2.45,2.36,2.4,-0.04,1.67%,"228,700",-
09-Jun-20,JUB,Jubilee Holdings Ltd,225,381,250,250,250,250,-,-,"2,800",-
09-Jun-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.2,2.3,2.21,2.3,-0.09,3.91%,"3,189,900",-
09-Jun-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,7.5,8.2,7.66,8.2,-0.54,6.59%,"17,000",-
09-Jun-20,SLAM,Sanlam Kenya Plc,13,20,15,15,15,15,-,-,-,-
09-Jun-20,CTUM,Centum Investment Company Plc,19.6,33.5,24.1,26.4,25.85,24,1.85,7.71%,"698,200",-
09-Jun-20,HAFR,Home Afrika Ltd,0.3,0.69,0.43,0.46,0.45,0.45,-,-,"411,300",-
09-Jun-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
09-Jun-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.3,2.3,2.3,2.3,-,-,-,-
09-Jun-20,TCL,Trans-Century Plc,1.42,4.03,1.6,1.65,1.6,1.6,-,-,"12,800",-
09-Jun-20,NSE,Nairobi Securities Exchange Plc,7.04,13,7.5,7.92,7.88,7.56,0.32,4.23%,"17,400",-
09-Jun-20,BOC,BOC Kenya Plc,53,72,58,58,58,58,-,-,-,-
09-Jun-20,BAT,British American Tobacco Kenya Plc,305,545,319,320,319.75,320,-0.25,0.08%,"1,800",-
09-Jun-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,8.86,0.14,1.58%,600,-
09-Jun-20,EABL,East African Breweries Ltd,135,222.25,163,172,166,166.75,-0.75,0.45%,"596,100",-
09-Jun-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.68,1.68,1.68,1.53,0.15,9.80%,"11,300",-
09-Jun-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
09-Jun-20,UNGA,Unga Group Ltd,26.1,37,30,30,30,30,-,-,-,-
09-Jun-20,SCOM,Safaricom Plc,23.5,33.5,29.3,30,29.65,29.9,-0.25,0.84%,"6,873,400",-
09-Jun-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,5.96,6,6,6.02,-0.02,0.33%,"223,700",-
09-Jun-20,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,710.00","1,710.00","1,710.00","1,710.00",-,-,-,-
09-Jun-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,172.12,174.67,172.87,173.44,-0.57,0.33%,-,-
09-Jun-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,183.48,186.02,184.35,185.11,-0.76,0.41%,-,-
09-Jun-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","1,982.00","1,982.00","1,982.00","1,968.42",13.58,0.69%,-,-
09-Jun-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,236.05","3,236.05","3,236.05","3,242.50",-6.45,0.20%,-,-
09-Jun-20,^NASI,NSE All-Share Index,124.3,171.36,140.08,140.08,140.08,140.74,-0.66,0.47%,-,-
09-Jun-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,678.31","1,678.31","1,678.31","1,682.01",-3.7,0.22%,-,-
09-Jun-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,357.47","1,357.47","1,357.47","1,362.38",-4.91,0.36%,-,-
10-Jun-20,EGAD,Eaagads Ltd,8.2,14,9,9,9,9,-,-,-,-
10-Jun-20,KUKZ,Kakuzi Plc,300,423.5,330,330,330,330,-,-,-,-
10-Jun-20,KAPC,Kapchorua Tea Kenya Plc,59,95,79,79,79,79,-,-,"1,100",-
10-Jun-20,LIMT,Limuru Tea Plc,385,475,385,385,385,385,-,-,-,-
10-Jun-20,SASN,Sasini Plc,14.8,19.6,16.5,16.5,16.5,16.95,-0.45,2.65%,400,-
10-Jun-20,WTK,Williamson Tea Kenya Plc,92,165,120,120,120,120,-,-,-,-
10-Jun-20,CGEN,Car and General (K) Ltd,20,26,22.7,22.7,22.7,22.7,-,-,-,-
10-Jun-20,ABSA,ABSA Bank Kenya Plc,9.1,14.2,9.86,10,9.92,9.94,-0.02,0.20%,"368,800",-
10-Jun-20,BKG,BK Group Plc,16.4,28,17.95,19.6,18.75,18,0.75,4.17%,200,-
10-Jun-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,12.2,12.5,12.3,12.4,-0.1,0.81%,"54,300",-
10-Jun-20,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,69,70,69.25,70,-0.75,1.07%,"68,100",-
10-Jun-20,EQTY,Equity Group Holdings Plc,30.5,55.5,34.75,35,34.8,34.75,0.05,0.14%,"666,100",-
10-Jun-20,HFCK,HF Group Ltd,3.49,7.9,3.85,3.9,3.88,3.81,0.07,1.84%,"26,800",-
10-Jun-20,IMH,I & M Holdings Plc,43.1,59,46.8,46.8,46.8,46.8,-,-,-,-
10-Jun-20,KCB,KCB Group Plc,33.75,55.5,34.9,35.5,35,35.15,-0.15,0.43%,"2,396,500",-
10-Jun-20,NBK,National Bank of Kenya Ltd,3.4,4.38,4.12,4.12,4.12,4.12,-,-,-,-
10-Jun-20,NCBA,NCBA Group Plc,24.9,40,26.5,28.5,26.8,27.35,-0.55,2.01%,"103,600",-
10-Jun-20,SBIC,Stanbic Holdings Plc,76.5,118.5,76.5,84,83,77.75,5.25,6.75%,"1,700",-
10-Jun-20,SCBK,Standard Chartered Bank Kenya Ltd,161,220,166,170,169.75,169.75,-,-,"8,600",-
10-Jun-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
10-Jun-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1.05,1.12,1.05,1.15,-0.1,8.70%,"20,600",-
10-Jun-20,XPRS,Express Kenya Plc,4.15,7.34,5.58,5.58,5.58,5.58,-,-,-,-
10-Jun-20,KQ,Kenya Airways Plc,0.8,5.5,2.79,3.05,2.85,2.8,0.05,1.79%,"985,800",-
10-Jun-20,LKL,Longhorn Publishers Plc,4.26,8.6,4.6,4.89,4.62,4.61,0.01,0.22%,"8,000",-
10-Jun-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.6,0.6,0.6,0.6,-,-,"1,900",-
10-Jun-20,NMG,Nation Media Group Plc,13.45,49,15.05,15.95,15.8,15.35,0.45,2.93%,"64,800",-
10-Jun-20,SMER,Sameer Africa Plc,1.91,4.69,2.75,3,2.97,2.94,0.03,1.02%,"88,600",-
10-Jun-20,SGL,Standard Group Plc,18,31,20.8,20.8,20.8,20.8,-,-,-,-
10-Jun-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.45,14,14,14,14.15,-0.15,1.06%,300,-
10-Jun-20,UCHM,Uchumi Supermarket Plc,0.23,0.5,0.29,0.32,0.31,0.31,-,-,"4,100",-
10-Jun-20,SCAN,WPP ScanGroup Plc,10.5,25,16.95,17,17,17,-,-,"7,700",-
10-Jun-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
10-Jun-20,BAMB,Bamburi Cement Ltd,26,120,38,38.25,38.25,38.25,-,-,"15,300",-
10-Jun-20,CRWN,Crown Paints Kenya Plc,45,85,49.05,49.05,49.05,49.05,-,-,-,-
10-Jun-20,CABL,East African Cables Ltd,1.44,3.98,1.7,1.75,1.75,1.75,-,-,"27,200",-
10-Jun-20,PORT,East African Portland Cement Ltd,12.6,18.5,14.2,14.25,14.25,14.25,-,-,"2,400",-
10-Jun-20,KEGN,Kenya Electricity Generating Company Plc,4,6.5,4.8,5,4.9,4.85,0.05,1.03%,"97,900",-
10-Jun-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
10-Jun-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
10-Jun-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,2.2,2.5,2.3,2.4,-0.1,4.17%,"2,675,900",-
10-Jun-20,TOTL,Total Kenya Ltd,22,30,24.4,24.5,24.45,24.75,-0.3,1.21%,700,-
10-Jun-20,UMME,Umeme Ltd,5.68,8.6,7.9,8.1,7.96,7.96,-,-,"20,500",-
10-Jun-20,BRIT,Britam Holdings Plc,5.7,10.65,7,8.14,8.1,7.4,0.7,9.46%,"3,365,600",-
10-Jun-20,CIC,CIC Insurance Group Ltd,2,3.65,2.3,2.4,2.3,2.36,-0.06,2.54%,"88,100",-
10-Jun-20,JUB,Jubilee Holdings Ltd,225,381,250,252,250.5,250,0.5,0.20%,"4,400",-
10-Jun-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.2,2.3,2.21,2.21,-,-,"3,728,700",-
10-Jun-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,7.66,7.66,7.66,7.66,-,-,-,-
10-Jun-20,SLAM,Sanlam Kenya Plc,13,20,15,15,15,15,-,-,-,-
10-Jun-20,CTUM,Centum Investment Company Plc,19.6,33.5,25.75,26.5,25.9,25.85,0.05,0.19%,"107,000",-
10-Jun-20,HAFR,Home Afrika Ltd,0.3,0.69,0.45,0.47,0.46,0.45,0.01,2.22%,"189,200",-
10-Jun-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
10-Jun-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.16,2.17,2.17,2.3,-0.13,5.65%,"11,200",-
10-Jun-20,TCL,Trans-Century Plc,1.42,4.03,1.55,1.75,1.7,1.6,0.1,6.25%,"33,300",-
10-Jun-20,NSE,Nairobi Securities Exchange Plc,7.04,13,7.52,7.9,7.66,7.88,-0.22,2.79%,"19,700",-
10-Jun-20,BOC,BOC Kenya Plc,53,72,57.5,58,57.75,58,-0.25,0.43%,200,-
10-Jun-20,BAT,British American Tobacco Kenya Plc,305,545,319,320,320,319.75,0.25,0.08%,"2,700",-
10-Jun-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,-,-,"21,700",-
10-Jun-20,EABL,East African Breweries Ltd,135,222.25,166,172,166,166,-,-,"68,700",-
10-Jun-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.84,1.84,1.84,1.68,0.16,9.52%,"106,800",-
10-Jun-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
10-Jun-20,UNGA,Unga Group Ltd,26.1,37,27.6,30,29.9,30,-0.1,0.33%,"2,100",-
10-Jun-20,SCOM,Safaricom Plc,23.5,33.5,29.65,30.2,29.95,29.65,0.3,1.01%,"17,746,500",-
10-Jun-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,5.96,6,6,6,-,-,"52,000",-
10-Jun-20,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,750.00","1,750.00","1,750.00","1,710.00",40,2.34%,600,-
10-Jun-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,172.77,174.33,172.85,172.87,-0.02,0.01%,-,-
10-Jun-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,184.35,186.32,184.91,184.35,0.56,0.30%,-,-
10-Jun-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","1,986.48","1,986.48","1,986.48","1,982.00",4.48,0.23%,-,-
10-Jun-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,252.09","3,252.09","3,252.09","3,236.05",16.04,0.50%,-,-
10-Jun-20,^NASI,NSE All-Share Index,124.3,171.36,141.04,141.04,141.04,140.08,0.96,0.69%,-,-
10-Jun-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,681.96","1,681.96","1,681.96","1,678.31",3.65,0.22%,-,-
10-Jun-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,358.51","1,358.51","1,358.51","1,357.47",1.04,0.08%,-,-
11-Jun-20,EGAD,Eaagads Ltd,8.2,14,9,9,9,9,-,-,-,-
11-Jun-20,KUKZ,Kakuzi Plc,300,423.5,330,330,330,330,-,-,-,-
11-Jun-20,KAPC,Kapchorua Tea Kenya Plc,59,95,79,79,79,79,-,-,800,-
11-Jun-20,LIMT,Limuru Tea Plc,385,475,385,385,385,385,-,-,-,-
11-Jun-20,SASN,Sasini Plc,14.8,19.6,16.5,17,16.95,16.5,0.45,2.73%,"29,600",-
11-Jun-20,WTK,Williamson Tea Kenya Plc,92,165,120,120,120,120,-,-,"6,400",-
11-Jun-20,CGEN,Car and General (K) Ltd,20,26,22.7,22.7,22.7,22.7,-,-,100,-
11-Jun-20,ABSA,ABSA Bank Kenya Plc,9.1,14.2,9.88,10,9.9,9.92,-0.02,0.20%,"100,600",-
11-Jun-20,BKG,BK Group Plc,16.4,28,17.5,19.6,19.05,18.75,0.3,1.60%,400,-
11-Jun-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,12,12.3,12.25,12.3,-0.05,0.41%,"1,192,300",-
11-Jun-20,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,68,69.5,68.25,69.25,-1,1.44%,"56,600",-
11-Jun-20,EQTY,Equity Group Holdings Plc,30.5,55.5,34.6,35,34.85,34.8,0.05,0.14%,"1,779,500",-
11-Jun-20,HFCK,HF Group Ltd,3.49,7.9,3.9,3.95,3.9,3.88,0.02,0.52%,"28,000",-
11-Jun-20,IMH,I & M Holdings Plc,43.1,59,49,49,49,46.8,2.2,4.70%,"1,700",-
11-Jun-20,KCB,KCB Group Plc,33.75,55.5,34.9,35.5,35,35,-,-,"2,580,500",-
11-Jun-20,NBK,National Bank of Kenya Ltd,3.4,4.33,4.12,4.12,4.12,4.12,-,-,-,-
11-Jun-20,NCBA,NCBA Group Plc,24.9,40,27,27.5,27.05,26.8,0.25,0.93%,"1,700",-
11-Jun-20,SBIC,Stanbic Holdings Plc,76.5,118.5,83.5,83.5,83.5,83,0.5,0.60%,"1,000",-
11-Jun-20,SCBK,Standard Chartered Bank Kenya Ltd,161,220,165.25,168,166.75,169.75,-3,1.77%,"3,600",-
11-Jun-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
11-Jun-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1,1,1,1.05,-0.05,4.76%,300,-
11-Jun-20,XPRS,Express Kenya Plc,4.15,7.34,5.58,5.58,5.58,5.58,-,-,-,-
11-Jun-20,KQ,Kenya Airways Plc,0.8,5.5,2.8,2.95,2.86,2.85,0.01,0.35%,"417,200",-
11-Jun-20,LKL,Longhorn Publishers Plc,4.26,8.6,4.64,4.8,4.65,4.62,0.03,0.65%,"13,800",-
11-Jun-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.59,0.6,0.59,0.6,-0.01,1.67%,"1,400",-
11-Jun-20,NMG,Nation Media Group Plc,13,49,15.15,15.85,15.8,15.8,-,-,"266,400",-
11-Jun-20,SMER,Sameer Africa Plc,1.91,4.69,3.2,3.26,3.24,2.97,0.27,9.09%,"152,700",-
11-Jun-20,SGL,Standard Group Plc,18,31,20.8,22.8,22,20.8,1.2,5.77%,"2,500",-
11-Jun-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,15,15,15,14,1,7.14%,"10,000",-
11-Jun-20,UCHM,Uchumi Supermarket Plc,0.23,0.46,0.3,0.32,0.3,0.31,-0.01,3.23%,"14,300",-
11-Jun-20,SCAN,WPP ScanGroup Plc,10.75,25,17,17,17,17,-,-,"6,200",-
11-Jun-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
11-Jun-20,BAMB,Bamburi Cement Ltd,26,120,38.25,38.25,38.25,38.25,-,-,"12,400",-
11-Jun-20,CRWN,Crown Paints Kenya Plc,45,85,49.05,49.05,49.05,49.05,-,-,-,-
11-Jun-20,CABL,East African Cables Ltd,1.44,3.98,1.7,1.8,1.72,1.75,-0.03,1.71%,"31,800",-
11-Jun-20,PORT,East African Portland Cement Ltd,12.6,18.5,14.25,14.25,14.25,14.25,-,-,"8,200",-
11-Jun-20,KEGN,Kenya Electricity Generating Company Plc,4,6.5,4.85,5,4.89,4.9,-0.01,0.20%,"98,200",-
11-Jun-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
11-Jun-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
11-Jun-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,2.07,2.38,2.2,2.3,-0.1,4.35%,"1,643,300",-
11-Jun-20,TOTL,Total Kenya Ltd,22,30,24.9,25,24.95,24.45,0.5,2.04%,"1,100",-
11-Jun-20,UMME,Umeme Ltd,5.68,8.6,7.8,8.1,8.08,7.96,0.12,1.51%,"1,100",-
11-Jun-20,BRIT,Britam Holdings Plc,5.7,10.65,8.14,8.9,8.84,8.1,0.74,9.14%,"2,274,000",-
11-Jun-20,CIC,CIC Insurance Group Ltd,2,3.65,2.3,2.5,2.36,2.3,0.06,2.61%,"24,400",-
11-Jun-20,JUB,Jubilee Holdings Ltd,225,380.5,252,258,255,250.5,4.5,1.80%,200,-
11-Jun-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.2,2.4,2.22,2.21,0.01,0.45%,"1,772,100",-
11-Jun-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,7.38,8,7.98,7.66,0.32,4.18%,"2,100",-
11-Jun-20,SLAM,Sanlam Kenya Plc,12.8,20,14.5,15,14.95,15,-0.05,0.33%,"8,300",-
11-Jun-20,CTUM,Centum Investment Company Plc,19.6,33.5,25.9,26.5,25.95,25.9,0.05,0.19%,"418,900",-
11-Jun-20,HAFR,Home Afrika Ltd,0.3,0.69,0.42,0.46,0.44,0.46,-0.02,4.35%,"79,400",-
11-Jun-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
11-Jun-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.05,2.07,2.05,2.17,-0.12,5.53%,"7,700",-
11-Jun-20,TCL,Trans-Century Plc,1.42,4.03,1.6,1.74,1.63,1.7,-0.07,4.12%,"69,500",-
11-Jun-20,NSE,Nairobi Securities Exchange Plc,7,13,7.8,7.96,7.88,7.66,0.22,2.87%,"32,800",-
11-Jun-20,BOC,BOC Kenya Plc,53,72,57.75,57.75,57.75,57.75,-,-,-,-
11-Jun-20,BAT,British American Tobacco Kenya Plc,305,545,320,320,320,320,-,-,"1,200",-
11-Jun-20,CARB,Carbacid Investments Plc,7.1,9.4,8.6,9,9,9,-,-,"54,400",-
11-Jun-20,EABL,East African Breweries Ltd,135,222.25,168,172,169,166,3,1.81%,"180,500",-
11-Jun-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.84,2.01,1.99,1.84,0.15,8.15%,"263,700",-
11-Jun-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
11-Jun-20,UNGA,Unga Group Ltd,26.1,37,28.8,28.8,28.8,29.9,-1.1,3.68%,600,-
11-Jun-20,SCOM,Safaricom Plc,23.5,33.5,29.85,30.95,30.45,29.95,0.5,1.67%,"3,451,800",-
11-Jun-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,6,6,6,6,-,-,"111,800",-
11-Jun-20,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,765.00","1,765.00","1,765.00","1,750.00",15,0.86%,600,-
11-Jun-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,172.7,175.26,174.07,172.85,1.22,0.71%,-,-
11-Jun-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,184.9,188.25,186.7,184.91,1.79,0.97%,-,-
11-Jun-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","1,995.03","1,995.03","1,995.03","1,986.48",8.55,0.43%,-,-
11-Jun-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,287.02","3,287.02","3,287.02","3,252.09",34.93,1.07%,-,-
11-Jun-20,^NASI,NSE All-Share Index,124.3,171.36,142.78,142.78,142.78,141.04,1.74,1.23%,-,-
11-Jun-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,693.22","1,693.22","1,693.22","1,681.96",11.26,0.67%,-,-
11-Jun-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,369.53","1,369.53","1,369.53","1,358.51",11.02,0.81%,-,-
12-Jun-20,EGAD,Eaagads Ltd,8.2,14,9,9,9,9,-,-,-,-
12-Jun-20,KUKZ,Kakuzi Plc,300,423.5,330,330,330,330,-,-,-,-
12-Jun-20,KAPC,Kapchorua Tea Kenya Plc,59,95,79,79,79,79,-,-,-,-
12-Jun-20,LIMT,Limuru Tea Plc,385,475,385,385,385,385,-,-,-,-
12-Jun-20,SASN,Sasini Plc,14.8,19,16.5,16.5,16.5,16.95,-0.45,2.65%,400,-
12-Jun-20,WTK,Williamson Tea Kenya Plc,92,165,120,132,121,120,1,0.83%,"3,200",-
12-Jun-20,CGEN,Car and General (K) Ltd,20,26,20.65,20.65,20.65,22.7,-2.05,9.03%,100,-
12-Jun-20,ABSA,ABSA Bank Kenya Plc,8.96,14.2,9.88,10,9.92,9.9,0.02,0.20%,"452,600",-
12-Jun-20,BKG,BK Group Plc,16.4,28,19.1,19.1,19.1,19.05,0.05,0.26%,-,-
12-Jun-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,12.1,12.35,12.25,12.25,-,-,"1,938,700",-
12-Jun-20,DTK,Diamond Trust Bank Kenya Ltd,67,127,68,70,70,68.25,1.75,2.56%,"2,300",-
12-Jun-20,EQTY,Equity Group Holdings Plc,30.5,55.5,34.8,35.75,34.85,34.85,-,-,"3,091,100",-
12-Jun-20,HFCK,HF Group Ltd,3.49,7.9,3.8,4,3.91,3.9,0.01,0.26%,"62,400",-
12-Jun-20,IMH,I & M Holdings Plc,43.1,59,50,50,50,49,1,2.04%,200,-
12-Jun-20,KCB,KCB Group Plc,33.75,55.5,35,36,35,35,-,-,"3,200,200",-
12-Jun-20,NBK,National Bank of Kenya Ltd,3.4,4.33,4.12,4.12,4.12,4.12,-,-,-,-
12-Jun-20,NCBA,NCBA Group Plc,24.9,40,27.05,27.95,27.05,27.05,-,-,"104,500",-
12-Jun-20,SBIC,Stanbic Holdings Plc,76,118.5,77,83.25,77,83.5,-6.5,7.78%,"814,200",-
12-Jun-20,SCBK,Standard Chartered Bank Kenya Ltd,155,220,170,170,170,166.75,3.25,1.95%,200,-
12-Jun-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
12-Jun-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1,1.05,1.01,1,0.01,1.00%,"20,300",-
12-Jun-20,XPRS,Express Kenya Plc,3.5,7.34,5.5,5.58,5.5,5.58,-0.08,1.43%,"10,200",-
12-Jun-20,KQ,Kenya Airways Plc,0.8,4.98,2.7,2.95,2.86,2.86,-,-,"217,800",-
12-Jun-20,LKL,Longhorn Publishers Plc,4.26,8.2,4.5,4.66,4.6,4.65,-0.05,1.08%,"18,300",-
12-Jun-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.6,0.6,0.6,0.59,0.01,1.69%,400,-
12-Jun-20,NMG,Nation Media Group Plc,11.4,48,16,17.3,16.15,15.8,0.35,2.22%,"41,600",-
12-Jun-20,SMER,Sameer Africa Plc,1.91,4.69,3.1,3.24,3.2,3.24,-0.04,1.23%,"4,200",-
12-Jun-20,SGL,Standard Group Plc,18,31,22.8,22.8,22.8,22,0.8,3.64%,100,-
12-Jun-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,15,16,15.05,15,0.05,0.33%,"22,400",-
12-Jun-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.3,0.32,0.3,0.3,-,-,"21,200",-
12-Jun-20,SCAN,WPP ScanGroup Plc,11,25,17,17,17,17,-,-,"17,000",-
12-Jun-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
12-Jun-20,BAMB,Bamburi Cement Ltd,24.9,115,38,38.25,38.2,38.25,-0.05,0.13%,"6,600",-
12-Jun-20,CRWN,Crown Paints Kenya Plc,45,85,48,48,48,49.05,-1.05,2.14%,400,-
12-Jun-20,CABL,East African Cables Ltd,1.44,3.98,1.88,1.88,1.88,1.72,0.16,9.30%,200,-
12-Jun-20,PORT,East African Portland Cement Ltd,12.6,18.5,14.25,14.25,14.25,14.25,-,-,-,-
12-Jun-20,KEGN,Kenya Electricity Generating Company Plc,4,6.3,4.86,5,4.9,4.89,0.01,0.20%,"79,300",-
12-Jun-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
12-Jun-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
12-Jun-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,2.19,2.35,2.29,2.2,0.09,4.09%,"355,200",-
12-Jun-20,TOTL,Total Kenya Ltd,22,30,25,25,25,24.95,0.05,0.20%,"2,000",-
12-Jun-20,UMME,Umeme Ltd,5.68,8.6,8,8.5,8.14,8.08,0.06,0.74%,"23,900",-
12-Jun-20,BRIT,Britam Holdings Plc,5.7,10.65,8.9,9.72,9.72,8.84,0.88,9.95%,"5,090,700",-
12-Jun-20,CIC,CIC Insurance Group Ltd,2,3.65,2.28,2.4,2.3,2.36,-0.06,2.54%,"2,044,300",-
12-Jun-20,JUB,Jubilee Holdings Ltd,225,380,255,255,255,255,-,-,-,-
12-Jun-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.18,2.3,2.2,2.22,-0.02,0.90%,"8,249,600",-
12-Jun-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,7.4,8,8,7.98,0.02,0.25%,"7,500",-
12-Jun-20,SLAM,Sanlam Kenya Plc,12.8,19.5,14.95,14.95,14.95,14.95,-,-,-,-
12-Jun-20,CTUM,Centum Investment Company Plc,19.6,33.5,25,26,25.5,25.95,-0.45,1.73%,"56,200",-
12-Jun-20,HAFR,Home Afrika Ltd,0.3,0.69,0.45,0.46,0.46,0.44,0.02,4.55%,"46,500",-
12-Jun-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
12-Jun-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.08,2.08,2.08,2.05,0.03,1.46%,"8,400",-
12-Jun-20,TCL,Trans-Century Plc,1.42,4,1.62,1.76,1.62,1.63,-0.01,0.61%,"10,900",-
12-Jun-20,NSE,Nairobi Securities Exchange Plc,6.5,13,7.82,8,7.82,7.88,-0.06,0.76%,"11,900",-
12-Jun-20,BOC,BOC Kenya Plc,53,72,57.75,57.75,57.75,57.75,-,-,-,-
12-Jun-20,BAT,British American Tobacco Kenya Plc,305,545,320,320,320,320,-,-,"161,300",-
12-Jun-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,-,-,"10,400",-
12-Jun-20,EABL,East African Breweries Ltd,135,222.25,166.25,170,168.5,169,-0.5,0.30%,"121,300",-
12-Jun-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.8,2,1.83,1.99,-0.16,8.04%,"84,500",-
12-Jun-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
