DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
12-Jun-20,UNGA,Unga Group Ltd,26.1,36.5,28.8,28.8,28.8,28.8,-,-,-,-
12-Jun-20,SCOM,Safaricom Plc,23.5,33.5,30,30.65,30.45,30.45,-,-,"21,340,700",-
12-Jun-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,6,6,6,6,-,-,"242,700",-
12-Jun-20,GLD,ABSA NewGold ETF,"1,235.00","1,860.00","1,765.00","1,765.00","1,765.00","1,765.00",-,-,-,-
12-Jun-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,173.38,175.63,173.96,174.07,-0.11,0.06%,-,-
12-Jun-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,185.39,188.12,186.72,186.7,0.02,0.01%,-,-
12-Jun-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,011.77","2,011.77","2,011.77","1,995.03",16.74,0.84%,-,-
12-Jun-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,285.90","3,285.90","3,285.90","3,287.02",-1.12,0.03%,-,-
12-Jun-20,^NASI,NSE All-Share Index,124.3,171.36,142.88,142.88,142.88,142.78,0.1,0.07%,-,-
12-Jun-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,689.15","1,689.15","1,689.15","1,693.22",-4.07,0.24%,-,-
12-Jun-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,366.23","1,366.23","1,366.23","1,369.53",-3.3,0.24%,-,-
15-Jun-20,EGAD,Eaagads Ltd,8.2,14,9,9,9,9,-,-,-,-
15-Jun-20,KUKZ,Kakuzi Plc,300,423.5,330,330,330,330,-,-,-,-
15-Jun-20,KAPC,Kapchorua Tea Kenya Plc,59,95,79,79,79,79,-,-,-,-
15-Jun-20,LIMT,Limuru Tea Plc,385,475,385,385,385,385,-,-,-,-
15-Jun-20,SASN,Sasini Plc,14.8,19,16,17.05,16.5,16.5,-,-,400,-
15-Jun-20,WTK,Williamson Tea Kenya Plc,92,165,121,121,121,121,-,-,-,-
15-Jun-20,CGEN,Car and General (K) Ltd,20,26,20.65,20.65,20.65,20.65,-,-,300,-
15-Jun-20,ABSA,ABSA Bank Kenya Plc,9,14.2,9.84,9.9,9.9,9.92,-0.02,0.20%,"442,600",-
15-Jun-20,BKG,BK Group Plc,16.4,28,19.1,19.1,19.1,19.1,-,-,-,-
15-Jun-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,12.25,13,12.25,12.25,-,-,"1,311,400",-
15-Jun-20,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,68,70,68.25,70,-1.75,2.50%,"42,600",-
15-Jun-20,EQTY,Equity Group Holdings Plc,30.5,55.5,34.75,35.5,34.85,34.85,-,-,"1,699,200",-
15-Jun-20,HFCK,HF Group Ltd,3.49,7.9,4,4.1,4.01,3.91,0.1,2.56%,"38,200",-
15-Jun-20,IMH,I & M Holdings Plc,43.1,59,50,50,50,50,-,-,300,-
15-Jun-20,KCB,KCB Group Plc,33.75,55.5,35.1,36,35.5,35,0.5,1.43%,"1,503,900",-
15-Jun-20,NBK,National Bank of Kenya Ltd,3.4,4.33,4.12,4.12,4.12,4.12,-,-,-,-
15-Jun-20,NCBA,NCBA Group Plc,24.9,40,27,27.2,27,27.05,-0.05,0.18%,"236,600",-
15-Jun-20,SBIC,Stanbic Holdings Plc,76.5,118.5,83.5,83.5,83.5,77,6.5,8.44%,100,-
15-Jun-20,SCBK,Standard Chartered Bank Kenya Ltd,160,220,168,169,169,170,-1,0.59%,"139,900",-
15-Jun-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
15-Jun-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1.05,1.1,1.09,1.01,0.08,7.92%,700,-
15-Jun-20,XPRS,Express Kenya Plc,4,7.34,5.5,5.5,5.5,5.5,-,-,-,-
15-Jun-20,KQ,Kenya Airways Plc,0.8,5,2.6,2.7,2.64,2.86,-0.22,7.69%,"228,300",-
15-Jun-20,LKL,Longhorn Publishers Plc,4.26,8.2,4.55,4.89,4.73,4.6,0.13,2.83%,"30,600",-
15-Jun-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.59,0.6,0.59,0.6,-0.01,1.67%,"1,400",-
15-Jun-20,NMG,Nation Media Group Plc,12.5,49,15.4,16.8,15.9,16.15,-0.25,1.55%,"93,900",-
15-Jun-20,SMER,Sameer Africa Plc,1.91,4.69,3,3.2,3.05,3.2,-0.15,4.69%,"4,900",-
15-Jun-20,SGL,Standard Group Plc,18,31,20.8,20.8,20.8,22.8,-2,8.77%,"1,000",-
15-Jun-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,14.2,15,14.75,15.05,-0.3,1.99%,"1,500",-
15-Jun-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.29,0.3,0.3,0.3,-,-,"3,700",-
15-Jun-20,SCAN,WPP ScanGroup Plc,11,25,16.9,16.9,16.9,17,-0.1,0.59%,400,-
15-Jun-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
15-Jun-20,BAMB,Bamburi Cement Ltd,26,120,38.2,38.3,38.2,38.2,-,-,"9,900",-
15-Jun-20,CRWN,Crown Paints Kenya Plc,45,85,48,48,48,48,-,-,-,-
15-Jun-20,CABL,East African Cables Ltd,1.44,3.98,1.88,1.9,1.9,1.88,0.02,1.06%,"5,100",-
15-Jun-20,PORT,East African Portland Cement Ltd,12.6,18.5,14.25,14.25,14.25,14.25,-,-,-,-
15-Jun-20,KEGN,Kenya Electricity Generating Company Plc,4,6.5,4.9,4.98,4.91,4.9,0.01,0.20%,"168,400",-
15-Jun-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
15-Jun-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
15-Jun-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,2.3,2.4,2.37,2.29,0.08,3.49%,"820,900",-
15-Jun-20,TOTL,Total Kenya Ltd,22,30,24.5,25.2,25,25,-,-,"14,400",-
15-Jun-20,UMME,Umeme Ltd,5.68,8.6,8.04,8.42,8.26,8.14,0.12,1.47%,"11,000",-
15-Jun-20,BRIT,Britam Holdings Plc,5.7,10.65,9,10.65,10.65,9.72,0.93,9.57%,"21,184,100",-
15-Jun-20,CIC,CIC Insurance Group Ltd,2,3.65,2.25,2.4,2.3,2.3,-,-,"204,600",-
15-Jun-20,JUB,Jubilee Holdings Ltd,225,380,255,255,255,255,-,-,-,-
15-Jun-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.2,2.35,2.3,2.2,0.1,4.55%,"173,400",-
15-Jun-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8,8,8,8,-,-,"16,800",-
15-Jun-20,SLAM,Sanlam Kenya Plc,12.8,20,14.95,14.95,14.95,14.95,-,-,-,-
15-Jun-20,CTUM,Centum Investment Company Plc,19.6,33.5,25.5,27.05,26.9,25.5,1.4,5.49%,"112,000",-
15-Jun-20,HAFR,Home Afrika Ltd,0.3,0.69,0.43,0.46,0.44,0.46,-0.02,4.35%,"35,000",-
15-Jun-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
15-Jun-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.08,2.08,2.08,2.08,-,-,-,-
15-Jun-20,TCL,Trans-Century Plc,1.42,4.03,1.6,1.74,1.69,1.62,0.07,4.32%,"56,400",-
15-Jun-20,NSE,Nairobi Securities Exchange Plc,6.5,13,7.82,7.9,7.88,7.82,0.06,0.77%,"15,400",-
15-Jun-20,BOC,BOC Kenya Plc,53,72,57.75,57.75,57.75,57.75,-,-,-,-
15-Jun-20,BAT,British American Tobacco Kenya Plc,305,545,320,320,320,320,-,-,"1,200",-
15-Jun-20,CARB,Carbacid Investments Plc,7.1,9.4,8.9,9.36,9,9,-,-,"34,100",-
15-Jun-20,EABL,East African Breweries Ltd,135,222.25,168.5,170,168.5,168.5,-,-,"448,800",-
15-Jun-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.65,1.99,1.68,1.83,-0.15,8.20%,"42,700",-
15-Jun-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
15-Jun-20,UNGA,Unga Group Ltd,26.1,37,28.8,28.8,28.8,28.8,-,-,-,-
15-Jun-20,SCOM,Safaricom Plc,23.5,33.5,30.25,31,30.45,30.45,-,-,"13,444,800",-
15-Jun-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,5.98,6,6,6,-,-,"80,500",-
15-Jun-20,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,765.00","1,765.00","1,765.00","1,765.00",-,-,-,-
15-Jun-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,173.96,176.45,174.81,173.96,0.85,0.49%,-,-
15-Jun-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,186.56,189.12,187.23,186.72,0.51,0.27%,-,-
15-Jun-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,022.95","2,022.95","2,022.95","2,011.77",11.18,0.56%,-,-
15-Jun-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,300.18","3,300.18","3,300.18","3,285.90",14.28,0.43%,-,-
15-Jun-20,^NASI,NSE All-Share Index,124.3,171.36,143.25,143.25,143.25,142.88,0.37,0.26%,-,-
15-Jun-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,698.04","1,698.04","1,698.04","1,689.15",8.89,0.53%,-,-
15-Jun-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,370.85","1,370.85","1,370.85","1,366.23",4.62,0.34%,-,-
16-Jun-20,EGAD,Eaagads Ltd,8.2,14,9.9,9.9,9.9,9,0.9,10.00%,100,-
16-Jun-20,KUKZ,Kakuzi Plc,300,423.5,320,332,321.75,330,-8.25,2.50%,"3,500",-
16-Jun-20,KAPC,Kapchorua Tea Kenya Plc,59,95,79,79,79,79,-,-,-,-
16-Jun-20,LIMT,Limuru Tea Plc,385,475,385,385,385,385,-,-,-,-
16-Jun-20,SASN,Sasini Plc,14.8,19,15.9,15.9,15.9,16.5,-0.6,3.64%,100,-
16-Jun-20,WTK,Williamson Tea Kenya Plc,92,165,132,132,132,121,11,9.09%,300,-
16-Jun-20,CGEN,Car and General (K) Ltd,20,26,20.65,20.65,20.65,20.65,-,-,-,-
16-Jun-20,ABSA,ABSA Bank Kenya Plc,9,14.2,9.82,9.9,9.86,9.9,-0.04,0.40%,"190,600",-
16-Jun-20,BKG,BK Group Plc,16.4,28,19.1,19.1,19.1,19.1,-,-,-,-
16-Jun-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,12.25,12.95,12.3,12.25,0.05,0.41%,"278,700",-
16-Jun-20,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,70,75,74,68.25,5.75,8.42%,"1,000",-
16-Jun-20,EQTY,Equity Group Holdings Plc,30.5,55.5,34.8,35.5,34.95,34.85,0.1,0.29%,"4,422,900",-
16-Jun-20,HFCK,HF Group Ltd,3.49,7.9,3.95,4,3.99,4.01,-0.02,0.50%,"7,900",-
16-Jun-20,IMH,I & M Holdings Plc,43.1,59,50,50,50,50,-,-,"1,300",-
16-Jun-20,KCB,KCB Group Plc,33.75,55.5,35.25,36.05,35.95,35.5,0.45,1.27%,"540,600",-
16-Jun-20,NBK,National Bank of Kenya Ltd,3.4,4.33,4.12,4.12,4.12,4.12,-,-,-,-
16-Jun-20,NCBA,NCBA Group Plc,24.9,40,27.5,28,27.5,27,0.5,1.85%,"84,000",-
16-Jun-20,SBIC,Stanbic Holdings Plc,76.5,118.5,80,83.5,81.25,83.5,-2.25,2.69%,300,-
16-Jun-20,SCBK,Standard Chartered Bank Kenya Ltd,160,220,167,169.5,168.5,169,-0.5,0.30%,"30,200",-
16-Jun-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
16-Jun-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1.05,1.12,1.08,1.09,-0.01,0.92%,800,-
16-Jun-20,XPRS,Express Kenya Plc,4,7.34,5.1,5.1,5.1,5.5,-0.4,7.27%,100,-
16-Jun-20,KQ,Kenya Airways Plc,0.8,5,2.6,2.9,2.79,2.64,0.15,5.68%,"74,500",-
16-Jun-20,LKL,Longhorn Publishers Plc,4.26,8.2,4.69,5.2,4.97,4.73,0.24,5.07%,"10,900",-
16-Jun-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.59,0.6,0.6,0.59,0.01,1.69%,"50,000",-
16-Jun-20,NMG,Nation Media Group Plc,12.5,49,15.5,16.8,15.8,15.9,-0.1,0.63%,"63,900",-
16-Jun-20,SMER,Sameer Africa Plc,1.91,4.69,3.25,3.25,3.25,3.05,0.2,6.56%,"11,200",-
16-Jun-20,SGL,Standard Group Plc,18,31,20.8,22,21.6,20.8,0.8,3.85%,"1,700",-
16-Jun-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,15.5,15.5,15.5,14.75,0.75,5.08%,500,-
16-Jun-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.3,0.3,0.3,0.3,-,-,"28,800",-
16-Jun-20,SCAN,WPP ScanGroup Plc,11,25,16.9,17,17,16.9,0.1,0.59%,"6,000",-
16-Jun-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
16-Jun-20,BAMB,Bamburi Cement Ltd,26,120,38,38,38,38.2,-0.2,0.52%,"23,100",-
16-Jun-20,CRWN,Crown Paints Kenya Plc,45,85,48,48.95,48.7,48,0.7,1.46%,700,-
16-Jun-20,CABL,East African Cables Ltd,1.44,3.98,1.88,1.89,1.89,1.9,-0.01,0.53%,"2,500",-
16-Jun-20,PORT,East African Portland Cement Ltd,12.6,18.5,14.25,14.25,14.25,14.25,-,-,-,-
16-Jun-20,KEGN,Kenya Electricity Generating Company Plc,4,6.5,4.9,4.99,4.94,4.91,0.03,0.61%,"85,000",-
16-Jun-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
16-Jun-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
16-Jun-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,2.1,2.3,2.18,2.37,-0.19,8.02%,"1,458,100",-
16-Jun-20,TOTL,Total Kenya Ltd,22,30,24.95,25,24.95,25,-0.05,0.20%,"7,200",-
16-Jun-20,UMME,Umeme Ltd,5.68,8.6,8.3,8.6,8.4,8.26,0.14,1.69%,"21,300",-
16-Jun-20,BRIT,Britam Holdings Plc,5.7,10.65,9.6,9.64,9.62,10.65,-1.03,9.67%,"2,800",-
16-Jun-20,CIC,CIC Insurance Group Ltd,2,3.65,2.3,2.4,2.31,2.3,0.01,0.43%,"28,600",-
16-Jun-20,JUB,Jubilee Holdings Ltd,225,380,250,255,250.5,255,-4.5,1.76%,"4,400",-
16-Jun-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.2,2.33,2.31,2.3,0.01,0.43%,"281,200",-
16-Jun-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8,8,8,8,-,-,"5,000",-
16-Jun-20,SLAM,Sanlam Kenya Plc,12.8,20,14.2,14.5,14.4,14.95,-0.55,3.68%,"1,500",-
16-Jun-20,CTUM,Centum Investment Company Plc,19.6,33.5,27,27.8,27.35,26.9,0.45,1.67%,"139,500",-
16-Jun-20,HAFR,Home Afrika Ltd,0.3,0.69,0.44,0.47,0.45,0.44,0.01,2.27%,"196,700",-
16-Jun-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
16-Jun-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.28,2.28,2.28,2.08,0.2,9.62%,100,-
16-Jun-20,TCL,Trans-Century Plc,1.42,4.03,1.62,1.75,1.62,1.69,-0.07,4.14%,"31,900",-
16-Jun-20,NSE,Nairobi Securities Exchange Plc,6.5,13,7.8,7.9,7.86,7.88,-0.02,0.25%,"48,100",-
16-Jun-20,BOC,BOC Kenya Plc,53,72,57.75,57.75,57.75,57.75,-,-,-,-
16-Jun-20,BAT,British American Tobacco Kenya Plc,305,545,319,320,320,320,-,-,"2,200",-
16-Jun-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,-,-,-,-
16-Jun-20,EABL,East African Breweries Ltd,135,222.25,170,172,170,168.5,1.5,0.89%,"52,200",-
16-Jun-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.52,1.7,1.54,1.68,-0.14,8.33%,"99,200",-
16-Jun-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
16-Jun-20,UNGA,Unga Group Ltd,26.1,37,29,30,29.45,28.8,0.65,2.26%,"29,700",-
16-Jun-20,SCOM,Safaricom Plc,23.5,33.5,30.55,31,30.95,30.45,0.5,1.64%,"8,473,800",-
16-Jun-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,6,6,6,6,-,-,"90,000",-
16-Jun-20,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,765.00","1,765.00","1,765.00","1,765.00",-,-,-,-
16-Jun-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,174.64,177.48,176.37,174.81,1.56,0.89%,-,-
16-Jun-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,187.23,190.29,189.67,187.23,2.44,1.30%,-,-
16-Jun-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,025.55","2,025.55","2,025.55","2,022.95",2.6,0.13%,-,-
16-Jun-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,327.14","3,327.14","3,327.14","3,300.18",26.96,0.82%,-,-
16-Jun-20,^NASI,NSE All-Share Index,124.3,171.36,144.74,144.74,144.74,143.25,1.49,1.04%,-,-
16-Jun-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,715.37","1,715.37","1,715.37","1,698.04",17.33,1.02%,-,-
16-Jun-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,387.45","1,387.45","1,387.45","1,370.85",16.6,1.21%,-,-
17-Jun-20,EGAD,Eaagads Ltd,8.2,14,9.9,9.9,9.9,9.9,-,-,-,-
17-Jun-20,KUKZ,Kakuzi Plc,300,423.5,321.75,321.75,321.75,321.75,-,-,-,-
17-Jun-20,KAPC,Kapchorua Tea Kenya Plc,59,95,79,79,79,79,-,-,-,-
17-Jun-20,LIMT,Limuru Tea Plc,385,475,385,385,385,385,-,-,-,-
17-Jun-20,SASN,Sasini Plc,14.8,19,16,17,16.15,15.9,0.25,1.57%,600,-
17-Jun-20,WTK,Williamson Tea Kenya Plc,92,165,121,122,121,132,-11,8.33%,"8,200",-
17-Jun-20,CGEN,Car and General (K) Ltd,20,26,22.7,22.7,22.7,20.65,2.05,9.93%,500,-
17-Jun-20,ABSA,ABSA Bank Kenya Plc,9,14.2,9.84,9.9,9.88,9.86,0.02,0.20%,"3,998,000",-
17-Jun-20,BKG,BK Group Plc,16.4,28,19.1,19.1,19.1,19.1,-,-,-,-
17-Jun-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,12.5,12.8,12.75,12.3,0.45,3.66%,"77,800",-
17-Jun-20,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,69,74,69,74,-5,6.76%,"69,500",-
17-Jun-20,EQTY,Equity Group Holdings Plc,30.5,55.5,35,35.5,35.25,34.95,0.3,0.86%,"1,619,900",-
17-Jun-20,HFCK,HF Group Ltd,3.49,7.9,3.93,4.2,3.93,3.99,-0.06,1.50%,"255,800",-
17-Jun-20,IMH,I & M Holdings Plc,43.1,59,50,55,51.25,50,1.25,2.50%,600,-
17-Jun-20,KCB,KCB Group Plc,33.75,55.5,35.95,36.5,36,35.95,0.05,0.14%,"761,600",-
17-Jun-20,NBK,National Bank of Kenya Ltd,3.4,4.33,4.12,4.12,4.12,4.12,-,-,-,-
17-Jun-20,NCBA,NCBA Group Plc,24.9,40,27.5,28.4,28,27.5,0.5,1.82%,"71,500",-
17-Jun-20,SBIC,Stanbic Holdings Plc,76.5,118.5,81.25,81.25,81.25,81.25,-,-,-,-
17-Jun-20,SCBK,Standard Chartered Bank Kenya Ltd,160,220,165,169,168,168.5,-0.5,0.30%,"19,800",-
17-Jun-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
17-Jun-20,EVRD,Eveready East Africa Ltd,0.75,1.28,0.98,1.05,1.02,1.08,-0.06,5.56%,"12,000",-
17-Jun-20,XPRS,Express Kenya Plc,4,7.34,5.1,5.1,5.1,5.1,-,-,-,-
17-Jun-20,KQ,Kenya Airways Plc,0.8,5,2.7,3,2.85,2.79,0.06,2.15%,"245,100",-
17-Jun-20,LKL,Longhorn Publishers Plc,4.26,8.2,4.79,4.98,4.82,4.97,-0.15,3.02%,"3,600",-
17-Jun-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.6,0.66,0.6,0.6,-,-,"29,900",-
17-Jun-20,NMG,Nation Media Group Plc,12.5,49,15.35,16.8,15.7,15.8,-0.1,0.63%,"53,600",-
17-Jun-20,SMER,Sameer Africa Plc,1.91,4.69,3.4,3.4,3.4,3.25,0.15,4.62%,"10,000",-
17-Jun-20,SGL,Standard Group Plc,18,31,21.6,21.6,21.6,21.6,-,-,-,-
17-Jun-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,16.15,16.15,16.15,15.5,0.65,4.19%,700,-
17-Jun-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.3,0.33,0.31,0.3,0.01,3.33%,"58,200",-
17-Jun-20,SCAN,WPP ScanGroup Plc,11,25,16.9,17.5,17.05,17,0.05,0.29%,"5,000",-
17-Jun-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
17-Jun-20,BAMB,Bamburi Cement Ltd,26,120,34.4,38,37.3,38,-0.7,1.84%,"80,600",-
17-Jun-20,CRWN,Crown Paints Kenya Plc,45,85,48.7,48.7,48.7,48.7,-,-,-,-
17-Jun-20,CABL,East African Cables Ltd,1.44,3.98,1.88,1.9,1.88,1.89,-0.01,0.53%,"24,000",-
17-Jun-20,PORT,East African Portland Cement Ltd,12.6,18.5,14.25,14.25,14.25,14.25,-,-,-,-
17-Jun-20,KEGN,Kenya Electricity Generating Company Plc,4,6.5,4.85,4.97,4.9,4.94,-0.04,0.81%,"1,391,100",-
17-Jun-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
17-Jun-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
17-Jun-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,1.97,2.15,2.01,2.18,-0.17,7.80%,"1,529,000",-
17-Jun-20,TOTL,Total Kenya Ltd,22,30,25,27.35,25.15,24.95,0.2,0.80%,"11,100",-
17-Jun-20,UMME,Umeme Ltd,5.68,8.6,8.2,8.6,8.32,8.4,-0.08,0.95%,"8,400",-
17-Jun-20,BRIT,Britam Holdings Plc,5.7,10.65,8.66,9.5,8.7,9.62,-0.92,9.56%,"21,100",-
17-Jun-20,CIC,CIC Insurance Group Ltd,2,3.65,2.3,2.4,2.35,2.31,0.04,1.73%,"44,900",-
17-Jun-20,JUB,Jubilee Holdings Ltd,225,380,250,251,250,250.5,-0.5,0.20%,"17,800",-
17-Jun-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.3,2.32,2.3,2.31,-0.01,0.43%,"84,200",-
17-Jun-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8,8,8,8,-,-,"5,100",-
17-Jun-20,SLAM,Sanlam Kenya Plc,12.8,20,14,14.2,14,14.4,-0.4,2.78%,"3,600",-
17-Jun-20,CTUM,Centum Investment Company Plc,19.6,33.5,26.5,27.55,27.05,27.35,-0.3,1.10%,"67,700",-
17-Jun-20,HAFR,Home Afrika Ltd,0.3,0.69,0.48,0.49,0.49,0.45,0.04,8.89%,"230,400",-
17-Jun-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
17-Jun-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.45,2.45,2.45,2.28,0.17,7.46%,100,-
17-Jun-20,TCL,Trans-Century Plc,1.42,4.03,1.6,1.75,1.63,1.62,0.01,0.62%,"15,300",-
17-Jun-20,NSE,Nairobi Securities Exchange Plc,6.5,13,7.8,7.88,7.8,7.86,-0.06,0.76%,"80,200",-
17-Jun-20,BOC,BOC Kenya Plc,53,72,57.75,57.75,57.75,57.75,-,-,-,-
17-Jun-20,BAT,British American Tobacco Kenya Plc,305,545,320,320,320,320,-,-,"2,100",-
17-Jun-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,-,-,"20,800",-
17-Jun-20,EABL,East African Breweries Ltd,135,222.25,170,175,171.75,170,1.75,1.03%,"497,400",-
17-Jun-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.4,1.68,1.49,1.54,-0.05,3.25%,"47,400",-
17-Jun-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
17-Jun-20,UNGA,Unga Group Ltd,26.1,37,29.45,29.45,29.45,29.45,-,-,-,-
17-Jun-20,SCOM,Safaricom Plc,23.5,33.5,30.65,31,30.95,30.95,-,-,"5,444,600",-
17-Jun-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,5.98,6,6,6,-,-,"52,200",-
17-Jun-20,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,750.00","1,750.00","1,750.00","1,765.00",-15,0.85%,300,-
17-Jun-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,176.32,178.2,177.47,176.37,1.1,0.62%,-,-
17-Jun-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,189.09,191.15,190.09,189.67,0.42,0.22%,-,-
17-Jun-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,004.36","2,004.36","2,004.36","2,025.55",-21.19,1.05%,-,-
17-Jun-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,340.23","3,340.23","3,340.23","3,327.14",13.09,0.39%,-,-
17-Jun-20,^NASI,NSE All-Share Index,124.3,171.36,144.9,144.9,144.9,144.74,0.16,0.11%,-,-
17-Jun-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,722.86","1,722.86","1,722.86","1,715.37",7.49,0.44%,-,-
17-Jun-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,395.47","1,395.47","1,395.47","1,387.45",8.02,0.58%,-,-
18-Jun-20,EGAD,Eaagads Ltd,8.2,14,9.9,9.9,9.9,9.9,-,-,100,-
18-Jun-20,KUKZ,Kakuzi Plc,300,423.5,332,332,332,321.75,10.25,3.19%,100,-
18-Jun-20,KAPC,Kapchorua Tea Kenya Plc,59,95,79,79,79,79,-,-,-,-
18-Jun-20,LIMT,Limuru Tea Plc,385,475,385,385,385,385,-,-,-,-
18-Jun-20,SASN,Sasini Plc,14.8,19,16,16,16,16.15,-0.15,0.93%,800,-
18-Jun-20,WTK,Williamson Tea Kenya Plc,92,165,121,121,121,121,-,-,200,-
