Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
25-Sep-25,EQTY,Equity Group Holdings Plc,41.2,71,56.75,58.75,57,57,-,-,2298350,-
25-Sep-25,HFCK,HF Group Ltd,3.32,11.4,10.35,10.9,10.75,10.35,0.4,3.86%,221016,-
25-Sep-25,IMH,I & M Holdings Plc,28,46.2,42.75,43,42.85,42.8,0.05,0.12%,593611,-
25-Sep-25,KCB,KCB Group Plc,35,72.5,56.25,57.75,57,57.5,-0.5,-0.87%,11784767,-
25-Sep-25,NCBA,NCBA Group Plc,40,100,69.5,71,70,70,-,-,240960,-
25-Sep-25,SBIC,Stanbic Holdings Plc,125,202.5,181,185,183,180.5,2.5,1.39%,142228,-
25-Sep-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,284,285.5,285,285,-,-,554679,-
25-Sep-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
25-Sep-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.39,1.45,1.42,1.45,-0.03,-2.07%,85839,-
25-Sep-25,XPRS,Express Kenya Plc,2.8,10,7.2,8,7.78,8,-0.22,-2.75%,1575,-
25-Sep-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
25-Sep-25,KQ,Kenya Airways Plc,1.56,9.18,3.99,4.2,4.04,4.01,0.03,0.75%,523889,-
25-Sep-25,LKL,Longhorn Publishers Plc,2.1,3.47,3.02,3.04,3.03,3.02,0.01,0.33%,7803,-
25-Sep-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.6,1.77,1.64,1.71,-0.07,-4.09%,486226,-
25-Sep-25,NMG,Nation Media Group Plc,10.05,15.5,12.9,13.8,12.95,13,-0.05,-0.38%,201622,-
25-Sep-25,SMER,Sameer Africa Plc,2.11,17,14.95,15.9,15.55,15.5,0.05,0.32%,6090,-
25-Sep-25,SGL,Standard Group Plc,4.5,7.14,5.54,6,5.58,5.98,-0.4,-6.69%,5380,-
25-Sep-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,15.45,15.45,15.45,15.45,-,-,1274,-
25-Sep-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.34,0.38,0.35,0.35,-,-,464978,-
25-Sep-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.9,3,2.96,2.95,0.01,0.34%,23671,-
25-Sep-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
25-Sep-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
25-Sep-25,CRWN,Crown Paints Kenya Plc,29,62,53.5,56,54.25,53.5,0.75,1.40%,1099,-
25-Sep-25,CABL,East African Cables Plc,0.98,3.27,1,1,1,1,-,-,-,-
25-Sep-25,PORT,East African Portland Cement Ltd,24.5,64.25,57,60,57.5,57,0.5,0.88%,4388,-
25-Sep-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,8.7,9.04,8.88,9,-0.12,-1.33%,2404869,-
25-Sep-25,KPLC-P4,KPLC-P4,4,4.51,4.51,4.51,4.51,4.1,0.41,10.00%,2204,-
25-Sep-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
25-Sep-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,13.5,14.15,13.7,14.05,-0.35,-2.49%,2065662,-
25-Sep-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,34,35.75,34.8,35,-0.2,-0.57%,2375,-
25-Sep-25,UMME,Umeme Ltd,6.86,24.75,6.9,7.5,7.04,6.98,0.06,0.86%,282454,-
25-Sep-25,BRIT,Britam Holdings Plc,5.52,9.4,8.7,9.06,8.94,9,-0.06,-0.67%,1065949,-
25-Sep-25,CIC,CIC Insurance Group Ltd,1.98,5.7,4.71,4.9,4.8,4.6,0.2,4.35%,225795,-
25-Sep-25,JUB,Jubilee Holdings Ltd,162,335.5,314,331.75,320,315,5,1.59%,29003,-
25-Sep-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,3.17,3.25,3.18,3.19,-0.01,-0.31%,2173869,-
25-Sep-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,10.5,10.95,10.5,10.55,-0.05,-0.47%,1009244,-
25-Sep-25,SLAM,Sanlam Kenya Plc,3.9,11,9,9.2,9.02,8.96,0.06,0.67%,6423,-
25-Sep-25,CTUM,Centum Investment Company Plc,9.22,16.75,15.2,15.8,15.5,15.45,0.05,0.32%,214612,-
25-Sep-25,HAFR,Home Afrika Ltd,0.33,1.83,1.11,1.11,1.11,1.01,0.1,9.90%,291684,-
25-Sep-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
25-Sep-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,5.4,5.4,5.4,5.46,-0.06,-1.10%,13898,-
25-Sep-25,TCL,Trans-Century Plc,0.36,1.78,0.71,0.71,0.71,0.71,-,-,-,-
25-Sep-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,13.8,14,13.9,13.95,-0.05,-0.36%,63539,-
25-Sep-25,AMAC,Africa Mega Agricorp Plc,51,80,65,65,65,65,-,-,-,-
25-Sep-25,BOC,BOC Kenya Plc,76,150,124.5,124.5,124.5,123,1.5,1.22%,3,-
25-Sep-25,BAT,British American Tobacco Kenya Plc,345,452,420,429,425,428.75,-3.75,-0.87%,48732,-
25-Sep-25,CARB,Carbacid Investments Plc,16.25,32.2,25.3,25.45,25.35,25.3,0.05,0.20%,85143,-
25-Sep-25,EABL,East African Breweries Ltd,162.25,250,204,215.25,214,215.25,-1.25,-0.58%,82167,-
25-Sep-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.69,1.7,1.7,1.7,-,-,56883,-
25-Sep-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
25-Sep-25,SKL,Shri Krishana Overseas Plc,5.8,9,7.64,8.22,8.1,7.98,0.12,1.50%,11392,-
25-Sep-25,UNGA,Unga Group Ltd,14.4,28.25,21.5,23.5,23.45,21.5,1.95,9.07%,4435,-
25-Sep-25,SCOM,Safaricom Plc,14.1,31,29.3,29.9,29.45,29.35,0.1,0.34%,12884450,-
25-Sep-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
25-Sep-25,GLD,ABSA NewGold ETF,3000,9800,4525,4915,4535,4470,65,1.45%,411,-
25-Sep-25,SMWF,Satrix MSCI World Feeder ETF,755,1050,832,900,838,900,-62,-6.89%,2170,-
25-Sep-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1784.79,1784.79,1784.79,1773.91,10.88,0.61%,-,-
25-Sep-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2974.45,2974.45,2974.45,2962.3,12.15,0.41%,-,-
25-Sep-25,^N25I,NSE 25-Share Index,3063.32,5206.47,4629.87,4629.87,4629.87,4606.8,23.07,0.50%,-,-
25-Sep-25,^NASI,NSE All-Share Index,110.65,192.89,177.8,177.8,177.8,177.13,0.67,0.38%,-,-
25-Sep-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1163.91,1163.91,1163.91,1166.2,-2.29,-0.20%,-,-
25-Sep-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,3669.47,3669.47,3669.47,3660.64,8.83,0.24%,-,-
25-Sep-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,2445.36,2445.36,2445.36,2440.43,4.93,0.20%,-,-
26-Sep-25,EGAD,Eaagads Ltd,10.8,24.1,20,20,20,18,2,11.11%,206,-
26-Sep-25,KUKZ,Kakuzi Plc,365,440,413.5,413.5,413.5,413.5,-,-,-,-
26-Sep-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,327,330,327,329,-2,-0.61%,926,-
26-Sep-25,LIMT,Limuru Tea Plc,295,423.5,350,380,376,380,-4,-1.05%,588,-
26-Sep-25,SASN,Sasini Plc,13.3,20.4,18,18.95,18.9,18.7,0.2,1.07%,30319,-
26-Sep-25,WTK,Williamson Tea Kenya Plc,160,350,245,260,248.25,240.75,7.5,3.12%,8057,-
26-Sep-25,CGEN,Car and General (K) Ltd,19.5,63,35,37.5,35.4,37.45,-2.05,-5.47%,1927,-
26-Sep-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,20.45,21,20.6,20.7,-0.1,-0.48%,1077006,-
26-Sep-25,BKG,BK Group Plc,28.75,43.5,38.5,38.95,38.6,37.95,0.65,1.71%,494,-
26-Sep-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,19.9,21.5,21.15,21.4,-0.25,-1.17%,1363958,-
26-Sep-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,104,105,104.5,105,-0.5,-0.48%,111316,-
26-Sep-25,EQTY,Equity Group Holdings Plc,41.2,71,57,58.75,58,57,1,1.75%,132610,-
26-Sep-25,HFCK,HF Group Ltd,3.32,11.4,10.5,10.9,10.8,10.75,0.05,0.47%,191217,-
26-Sep-25,IMH,I & M Holdings Plc,28,46.2,42.9,43,42.95,42.85,0.1,0.23%,22249,-
26-Sep-25,KCB,KCB Group Plc,35,72.5,57,58,57,57,-,-,752896,-
26-Sep-25,NCBA,NCBA Group Plc,40,100,68.25,70,69,70,-1,-1.43%,117423,-
26-Sep-25,SBIC,Stanbic Holdings Plc,125,202.5,182,185,183.25,183,0.25,0.14%,13351,-
26-Sep-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,283.25,285,285,285,-,-,548514,-
26-Sep-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
26-Sep-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.39,1.45,1.41,1.42,-0.01,-0.70%,17410,-
26-Sep-25,XPRS,Express Kenya Plc,2.8,10,7.06,7.98,7.82,7.78,0.04,0.51%,6136,-
26-Sep-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
26-Sep-25,KQ,Kenya Airways Plc,1.56,9.18,3.96,4.04,3.99,4.04,-0.05,-1.24%,544078,-
26-Sep-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.8,3.04,3.01,3.03,-0.02,-0.66%,738,-
26-Sep-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.6,1.7,1.61,1.64,-0.03,-1.83%,382466,-
26-Sep-25,NMG,Nation Media Group Plc,10.05,15.5,13,14,13.8,12.95,0.85,6.56%,1842,-
26-Sep-25,SMER,Sameer Africa Plc,2.11,17,15,15.75,15.7,15.55,0.15,0.96%,224651,-
26-Sep-25,SGL,Standard Group Plc,4.5,7.14,5.4,6.08,5.54,5.58,-0.04,-0.72%,27462,-
26-Sep-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,15.05,16,15.45,15.45,-,-,729,-
26-Sep-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.33,0.35,0.34,0.35,-0.01,-2.86%,55013,-
26-Sep-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.8,2.95,2.82,2.96,-0.14,-4.73%,36001,-
26-Sep-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
26-Sep-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
26-Sep-25,CRWN,Crown Paints Kenya Plc,29,62,55,58.75,57,54.25,2.75,5.07%,5420,-
26-Sep-25,CABL,East African Cables Plc,0.98,3.27,1,1,1,1,-,-,-,-
26-Sep-25,PORT,East African Portland Cement Ltd,24.5,64.25,57.5,59.5,59.5,57.5,2,3.48%,5223,-
26-Sep-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,8.7,9,8.82,8.88,-0.06,-0.68%,1268743,-
26-Sep-25,KPLC-P4,KPLC-P4,4,4.51,4.51,4.51,4.51,4.51,-,-,-,-
26-Sep-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
26-Sep-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,13.7,14,13.95,13.7,0.25,1.82%,4090514,-
26-Sep-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,31.4,34.5,32.15,34.8,-2.65,-7.61%,999,-
26-Sep-25,UMME,Umeme Ltd,6.86,24.75,7.3,7.74,7.62,7.04,0.58,8.24%,467602,-
26-Sep-25,BRIT,Britam Holdings Plc,5.52,9.4,8.7,9.06,8.94,8.94,-,-,137230,-
26-Sep-25,CIC,CIC Insurance Group Ltd,1.98,5.7,4.6,5.1,4.91,4.8,0.11,2.29%,468872,-
26-Sep-25,JUB,Jubilee Holdings Ltd,162,335.5,320,321,320.25,320,0.25,0.08%,63354,-
26-Sep-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,3.14,3.2,3.18,3.18,-,-,3244116,-
26-Sep-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,10.3,11,10.85,10.5,0.35,3.33%,13199,-
26-Sep-25,SLAM,Sanlam Kenya Plc,3.9,11,8.92,9.1,8.92,9.02,-0.1,-1.11%,70830,-
26-Sep-25,CTUM,Centum Investment Company Plc,9.22,16.75,15,15.75,15.15,15.5,-0.35,-2.26%,265846,-
26-Sep-25,HAFR,Home Afrika Ltd,0.33,1.83,1.22,1.22,1.22,1.11,0.11,9.91%,3446257,-
26-Sep-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
26-Sep-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,5.4,5.94,5.68,5.4,0.28,5.19%,9915,-
26-Sep-25,TCL,Trans-Century Plc,0.36,1.78,0.71,0.71,0.71,0.71,-,-,-,-
26-Sep-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,13.8,14.2,14.05,13.9,0.15,1.08%,56909,-
26-Sep-25,AMAC,Africa Mega Agricorp Plc,51,80,65,65,65,65,-,-,-,-
26-Sep-25,BOC,BOC Kenya Plc,76,150,110.75,124.5,123.75,124.5,-0.75,-0.60%,211,-
26-Sep-25,BAT,British American Tobacco Kenya Plc,345,452,425,429,428,425,3,0.71%,3653,-
26-Sep-25,CARB,Carbacid Investments Plc,16.25,32.2,25.3,25.4,25.35,25.35,-,-,220426,-
26-Sep-25,EABL,East African Breweries Ltd,162.25,250,209,215,215,214,1,0.47%,5396,-
26-Sep-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.6,1.75,1.61,1.7,-0.09,-5.29%,34171,-
26-Sep-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
26-Sep-25,SKL,Shri Krishana Overseas Plc,5.8,9,8.2,8.24,8.22,8.1,0.12,1.48%,5480,-
26-Sep-25,UNGA,Unga Group Ltd,14.4,28.25,23.5,25.6,24.25,23.45,0.8,3.41%,16044,-
26-Sep-25,SCOM,Safaricom Plc,14.1,31,29,29.5,29.4,29.45,-0.05,-0.17%,1231534,-
26-Sep-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
26-Sep-25,GLD,ABSA NewGold ETF,3000,9800,4520,4790,4755,4535,220,4.85%,74,-
26-Sep-25,SMWF,Satrix MSCI World Feeder ETF,755,1050,815,838,831,838,-7,-0.84%,317,-
26-Sep-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1788.35,1788.35,1788.35,1784.79,3.56,0.20%,-,-
26-Sep-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2978.63,2978.63,2978.63,2974.45,4.18,0.14%,-,-
26-Sep-25,^N25I,NSE 25-Share Index,3063.32,5206.47,4634.69,4634.69,4634.69,4629.87,4.82,0.10%,-,-
26-Sep-25,^NASI,NSE All-Share Index,110.65,192.89,177.89,177.89,177.89,177.8,0.09,0.05%,-,-
26-Sep-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1164.81,1164.81,1164.81,1163.91,0.9,0.08%,-,-
26-Sep-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,3677.87,3677.87,3677.87,3669.47,8.4,0.23%,-,-
26-Sep-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,2450.96,2450.96,2450.96,2445.36,5.6,0.23%,-,-
29-Sep-25,EGAD,Eaagads Ltd,10.8,24.1,20,22,20.2,20,0.2,1.00%,4570,-
29-Sep-25,KUKZ,Kakuzi Plc,365,440,423,424,423.75,413.5,10.25,2.48%,75,-
29-Sep-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,330,357.75,334,327,7,2.14%,1943,-
29-Sep-25,LIMT,Limuru Tea Plc,295,423.5,380,380,380,376,4,1.06%,244,-
29-Sep-25,SASN,Sasini Plc,13.3,20.4,18.5,19,18.8,18.9,-0.1,-0.53%,3653,-
29-Sep-25,WTK,Williamson Tea Kenya Plc,160,350,255,271.75,264.5,248.25,16.25,6.55%,5922,-
29-Sep-25,CGEN,Car and General (K) Ltd,19.5,63,35.5,38.9,38.45,35.4,3.05,8.62%,9496,-
29-Sep-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,20.5,21.2,20.75,20.6,0.15,0.73%,316205,-
29-Sep-25,BKG,BK Group Plc,28.75,43.5,37.25,38.6,38.25,38.6,-0.35,-0.91%,1409,-
29-Sep-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,20,21.4,20.95,21.15,-0.2,-0.95%,688465,-
29-Sep-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,103,105,104.25,104.5,-0.25,-0.24%,4963,-
29-Sep-25,EQTY,Equity Group Holdings Plc,41.2,71,57.25,58.5,57.75,58,-0.25,-0.43%,55873,-
29-Sep-25,HFCK,HF Group Ltd,3.32,11.4,10.3,11,10.45,10.8,-0.35,-3.24%,75127,-
29-Sep-25,IMH,I & M Holdings Plc,28,46.2,42.95,43,43,42.95,0.05,0.12%,34687,-
29-Sep-25,KCB,KCB Group Plc,35,72.5,56,57.5,56.75,57,-0.25,-0.44%,172002,-
29-Sep-25,NCBA,NCBA Group Plc,40,100,68.5,70,69.25,69,0.25,0.36%,6060,-
29-Sep-25,SBIC,Stanbic Holdings Plc,125,202.5,182,190,184.25,183.25,1,0.55%,54837,-
29-Sep-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,283.5,290,284.75,285,-0.25,-0.09%,43472,-
29-Sep-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
29-Sep-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.35,1.45,1.41,1.41,-,-,39101,-
29-Sep-25,XPRS,Express Kenya Plc,2.8,10,7.06,7.82,7.24,7.82,-0.58,-7.42%,2874,-
29-Sep-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
29-Sep-25,KQ,Kenya Airways Plc,1.56,9.18,3.95,4,3.97,3.99,-0.02,-0.50%,195093,-
29-Sep-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.9,3.03,2.99,3.01,-0.02,-0.66%,10015,-
29-Sep-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.6,1.7,1.62,1.61,0.01,0.62%,140257,-
29-Sep-25,NMG,Nation Media Group Plc,10.05,15.5,13,13.8,13.1,13.8,-0.7,-5.07%,5696,-
29-Sep-25,SMER,Sameer Africa Plc,2.11,17,14.5,15.75,15.7,15.7,-,-,224081,-
29-Sep-25,SGL,Standard Group Plc,4.5,7.14,5.58,6,5.98,5.54,0.44,7.94%,1190,-
29-Sep-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,15.1,16.6,15.35,15.45,-0.1,-0.65%,3108,-
29-Sep-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.35,0.37,0.37,0.34,0.03,8.82%,100481,-
29-Sep-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.91,2.98,2.98,2.82,0.16,5.67%,29472,-
29-Sep-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
29-Sep-25,BAMB,Bamburi Cement Ltd,47,67,47.2,47.2,47.2,47.2,-,-,-,-
29-Sep-25,CRWN,Crown Paints Kenya Plc,29,62,53.5,62,57.5,57,0.5,0.88%,660,-
29-Sep-25,CABL,East African Cables Plc,0.98,3.27,1,1,1,1,-,-,-,-
29-Sep-25,PORT,East African Portland Cement Ltd,24.5,64.25,57.5,59.5,59.25,59.5,-0.25,-0.42%,7096,-
29-Sep-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,8.3,9,8.72,8.82,-0.1,-1.13%,1325615,-
29-Sep-25,KPLC-P4,KPLC-P4,4,4.51,4.51,4.51,4.51,4.51,-,-,-,-
29-Sep-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
29-Sep-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,13,14,13.75,13.95,-0.2,-1.43%,1485674,-
29-Sep-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,32,34.75,34.4,32.15,2.25,7.00%,1526,-
29-Sep-25,UMME,Umeme Ltd,6.86,24.75,7.5,8.34,7.94,7.62,0.32,4.20%,212250,-
29-Sep-25,BRIT,Britam Holdings Plc,5.52,9.4,8.8,8.94,8.86,8.94,-0.08,-0.89%,39629,-
29-Sep-25,CIC,CIC Insurance Group Ltd,1.98,5.7,4.8,5,4.96,4.91,0.05,1.02%,132539,-
29-Sep-25,JUB,Jubilee Holdings Ltd,162,335.5,314,325,315,320.25,-5.25,-1.64%,415,-
29-Sep-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,3.15,3.18,3.16,3.18,-0.02,-0.63%,2280701,-
29-Sep-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,10.4,11.25,10.95,10.85,0.1,0.92%,3717,-
29-Sep-25,SLAM,Sanlam Kenya Plc,3.9,11,8.92,9.1,8.94,8.92,0.02,0.22%,5613,-
29-Sep-25,CTUM,Centum Investment Company Plc,9.22,16.75,15,15.65,15.15,15.15,-,-,37798,-
29-Sep-25,HAFR,Home Afrika Ltd,0.33,1.83,1.24,1.34,1.32,1.22,0.1,8.20%,3608711,-
29-Sep-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
29-Sep-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,5.68,5.98,5.82,5.68,0.14,2.46%,898,-
29-Sep-25,TCL,Trans-Century Plc,0.36,1.78,0.71,0.71,0.71,0.71,-,-,-,-
29-Sep-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,13.85,15.4,14.95,14.05,0.9,6.41%,172357,-
29-Sep-25,AMAC,Africa Mega Agricorp Plc,51,80,65,65,65,65,-,-,-,-
29-Sep-25,BOC,BOC Kenya Plc,76,150,120,124,122,123.75,-1.75,-1.41%,357,-
29-Sep-25,BAT,British American Tobacco Kenya Plc,345,452,427.25,428,428,428,-,-,6350,-
29-Sep-25,CARB,Carbacid Investments Plc,16.25,32.2,25.3,25.45,25.35,25.35,-,-,39911,-
29-Sep-25,EABL,East African Breweries Ltd,162.25,250,212,214.75,214,215,-1,-0.47%,102031,-
29-Sep-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.65,1.74,1.68,1.61,0.07,4.35%,34545,-
29-Sep-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
29-Sep-25,SKL,Shri Krishana Overseas Plc,5.8,9,7.46,8.24,8.08,8.22,-0.14,-1.70%,242005,-
29-Sep-25,UNGA,Unga Group Ltd,14.4,28.25,23,25,24.9,24.25,0.65,2.68%,10980,-
29-Sep-25,SCOM,Safaricom Plc,14.1,31,28.85,29.5,29,29.4,-0.4,-1.36%,192953,-
29-Sep-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
29-Sep-25,GLD,ABSA NewGold ETF,3000,9800,4595,4790,4595,4755,-160,-3.36%,148,-
29-Sep-25,SMWF,Satrix MSCI World Feeder ETF,755,1050,825,834,828,831,-3,-0.36%,43,-
29-Sep-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1776.86,1776.86,1776.86,1788.35,-11.49,-0.64%,-,-
29-Sep-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2964.45,2964.45,2964.45,2978.63,-14.18,-0.48%,-,-
29-Sep-25,^N25I,NSE 25-Share Index,3063.32,5206.47,4612.52,4612.52,4612.52,4634.69,-22.17,-0.48%,-,-
29-Sep-25,^NASI,NSE All-Share Index,110.65,192.89,176.68,176.68,176.68,177.89,-1.21,-0.68%,-,-
29-Sep-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1174.14,1174.14,1174.14,1164.81,9.33,0.80%,-,-
29-Sep-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,3656.02,3656.02,3656.02,3677.87,-21.85,-0.59%,-,-
29-Sep-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,2436.4,2436.4,2436.4,2450.96,-14.56,-0.59%,-,-
30-Sep-25,EGAD,Eaagads Ltd,10.8,24.1,18.2,21,20.55,20.2,0.35,1.73%,9682,-
30-Sep-25,KUKZ,Kakuzi Plc,365,440,424,425,424.5,423.75,0.75,0.18%,20,-
30-Sep-25,KAPC,Kapchorua Tea Kenya Plc,200,424.25,359,367.25,365.5,334,31.5,9.43%,8826,-
30-Sep-25,LIMT,Limuru Tea Plc,295,385,380,380,380,380,-,-,714,-
30-Sep-25,SASN,Sasini Plc,13.3,20.4,18.4,18.8,18.55,18.8,-0.25,-1.33%,8806,-
30-Sep-25,WTK,Williamson Tea Kenya Plc,174,350,270,290.75,275,264.5,10.5,3.97%,60269,-
30-Sep-25,CGEN,Car and General (K) Ltd,19.5,56.75,38.5,42,38.85,38.45,0.4,1.04%,21340,-
30-Sep-25,ABSA,ABSA Bank Kenya Plc,14.55,24.85,21,22,21.5,20.75,0.75,3.61%,96015,-
30-Sep-25,BKG,BK Group Plc,28.75,43.5,37.2,38.75,38.4,38.25,0.15,0.39%,2188,-
30-Sep-25,COOP,Co-operative Bank of Kenya Ltd,13.5,22,20.8,22,21.4,20.95,0.45,2.15%,594324,-
30-Sep-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,109.25,103,105,104.5,104.25,0.25,0.24%,120709,-
30-Sep-25,EQTY,Equity Group Holdings Plc,41.2,68,57.75,58.5,58,57.75,0.25,0.43%,232003,-
30-Sep-25,HFCK,HF Group Ltd,3.32,11.4,10.5,10.9,10.65,10.45,0.2,1.91%,130390,-
30-Sep-25,IMH,I & M Holdings Plc,27.9,45,42.9,43,43,43,-,-,112318,-
30-Sep-25,KCB,KCB Group Plc,35,62,55.75,57.25,56.75,56.75,-,-,484280,-
30-Sep-25,NCBA,NCBA Group Plc,40,100,68.5,69.5,69,69.25,-0.25,-0.36%,9375,-
30-Sep-25,SBIC,Stanbic Holdings Plc,125,202.5,183,185,184.25,184.25,-,-,37512,-
30-Sep-25,SCBK,Standard Chartered Bank Kenya Ltd,228,347.5,283,285,284,284.75,-0.75,-0.26%,50828,-
30-Sep-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
30-Sep-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.39,1.49,1.41,1.41,-,-,26512,-
30-Sep-25,XPRS,Express Kenya Plc,2.8,10,7.24,7.96,7.92,7.24,0.68,9.39%,10052,-
30-Sep-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
