Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
9-Jan-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
9-Jan-25,BAMB,Bamburi Cement Ltd,47,67,53.5,55.5,54.25,54.5,-0.25,-0.46%,23900,-
9-Jan-25,CRWN,Crown Paints Kenya Plc,29,62,32,32,32,32,-,-,1200,-
9-Jan-25,CABL,East African Cables Plc,0.98,3.27,1.05,1.1,1.09,1.05,0.04,3.81%,400700,-
9-Jan-25,PORT,East African Portland Cement Ltd,24.5,64.25,27,28.95,28,28.35,-0.35,-1.23%,1000,-
9-Jan-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,4.16,4.4,4.32,4.13,0.19,4.60%,2362400,-
9-Jan-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
9-Jan-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
9-Jan-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,7,7.66,7.4,6.98,0.42,6.02%,2513300,-
9-Jan-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,20.6,21,20.8,21,-0.2,-0.95%,2400,-
9-Jan-25,UMME,Umeme Ltd,6.86,24.75,16.6,17.6,17.4,17.45,-0.05,-0.29%,15500,-
9-Jan-25,BRIT,Britam Holdings Plc,5.52,9.4,6.52,7.2,6.54,7.08,-0.54,-7.63%,252100,-
9-Jan-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.3,2.39,2.33,2.29,0.04,1.75%,485100,-
9-Jan-25,JUB,Jubilee Holdings Ltd,162,335.5,189.5,190,190,190,-,-,25900,-
9-Jan-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,1.4,1.48,1.44,1.39,0.05,3.60%,6257500,-
9-Jan-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,6.5,7,6.5,6.6,-0.1,-1.52%,81500,-
9-Jan-25,SLAM,Sanlam Kenya Plc,3.9,11,5,5.08,5.06,5.08,-0.02,-0.39%,1400,-
9-Jan-25,CTUM,Centum Investment Company Plc,9.22,16.75,10.3,11,10.5,10.45,0.05,0.48%,4431900,-
9-Jan-25,HAFR,Home Afrika Ltd,0.33,1.83,0.33,0.37,0.34,0.36,-0.02,-5.56%,927300,-
9-Jan-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
9-Jan-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,2.85,3,2.9,2.94,-0.04,-1.36%,300,-
9-Jan-25,TCL,Trans-Century Plc,0.36,1.78,0.4,0.44,0.43,0.41,0.02,4.88%,88300,-
9-Jan-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,6.34,6.9,6.5,6.62,-0.12,-1.81%,171600,-
9-Jan-25,AMAC,Africa Mega Agricorp Plc,51,80,70,70,70,70,-,-,-,-
9-Jan-25,BOC,BOC Kenya Plc,76,150,86.25,86.25,86.25,86.25,-,-,-,-
9-Jan-25,BAT,British American Tobacco Kenya Plc,345,452,370,374.75,372.75,374.5,-1.75,-0.47%,3900,-
9-Jan-25,CARB,Carbacid Investments Plc,16.25,32.2,19,19.5,19.2,19.25,-0.05,-0.26%,28400,-
9-Jan-25,EABL,East African Breweries Ltd,162.25,250,175,179,176,179.5,-3.5,-1.95%,3600,-
9-Jan-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,0.95,0.98,0.95,0.96,-0.01,-1.04%,77900,-
9-Jan-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
9-Jan-25,UNGA,Unga Group Ltd,14.4,28.25,16,16,16,15.4,0.6,3.90%,600,-
9-Jan-25,SCOM,Safaricom Plc,14.1,31,17.8,18,17.95,17.8,0.15,0.84%,6415200,-
9-Jan-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
9-Jan-25,GLD,ABSA NewGold ETF,3000,9800,3260,3260,3260,3260,-,-,-,-
9-Jan-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1335.86,1335.86,1335.86,1340.58,-4.72,-0.35%,-,-
9-Jan-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2142.52,2142.52,2142.52,2145.52,-3,-0.14%,-,-
9-Jan-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3508.57,3508.57,3508.57,3522.61,-14.04,-0.40%,-,-
9-Jan-25,^NASI,NSE All-Share Index,110.65,192.89,128.97,128.97,128.97,128.93,0.04,0.03%,-,-
9-Jan-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1109.79,1109.79,1109.79,1109.82,-0.03,-,-,-
9-Jan-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2575.13,2575.13,2575.13,2586.9,-11.77,-0.45%,-,-
9-Jan-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1712.12,1712.12,1712.12,1723.26,-11.14,-0.65%,-,-
10-Jan-25,EGAD,Eaagads Ltd,10.8,24.1,12,12,12,11.65,0.35,3.00%,300,-
10-Jan-25,KUKZ,Kakuzi Plc,365,440,400,400,400,392.5,7.5,1.91%,200,-
10-Jan-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,232.75,232.75,232.75,232.75,-,-,-,-
10-Jan-25,LIMT,Limuru Tea Plc,295,423.5,350,350,350,350,-,-,-,-
10-Jan-25,SASN,Sasini Plc,13.3,20.4,15.85,16.3,16.05,15.95,0.1,0.63%,6400,-
10-Jan-25,WTK,Williamson Tea Kenya Plc,160,350,222,222,222,221.25,0.75,0.34%,3000,-
10-Jan-25,CGEN,Car and General (K) Ltd,19.5,63,24,24,24,24,-,-,-,-
10-Jan-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,18.5,19.2,19.1,18.8,0.3,1.60%,5350100,-
10-Jan-25,BKG,BK Group Plc,28.75,43.5,34.9,36,35,34.95,0.05,0.14%,302700,-
10-Jan-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,16.4,17.15,16.6,17.35,-0.75,-4.32%,2146500,-
10-Jan-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,69.5,70.5,70,69.75,0.25,0.36%,27800,-
10-Jan-25,EQTY,Equity Group Holdings Plc,41.2,71,47.05,48,47.5,47.6,-0.1,-0.21%,2212200,-
10-Jan-25,HFCK,HF Group Ltd,3.32,11.4,5.74,5.9,5.8,5.38,0.42,7.81%,326100,-
10-Jan-25,IMH,I & M Holdings Plc,28,46.2,33.5,34.75,33.95,35.05,-1.1,-3.14%,38700,-
10-Jan-25,KCB,KCB Group Plc,35,72.5,42.6,43.5,43.3,42.9,0.4,0.93%,201800,-
10-Jan-25,NCBA,NCBA Group Plc,40,100,47.5,49,48.45,49.1,-0.65,-1.32%,44800,-
10-Jan-25,SBIC,Stanbic Holdings Plc,125,202.5,155,162,157,156.5,0.5,0.32%,375700,-
10-Jan-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,300,301,300,293.25,6.75,2.30%,51100,-
10-Jan-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
10-Jan-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.08,1.18,1.12,1.16,-0.04,-3.45%,59100,-
10-Jan-25,XPRS,Express Kenya Plc,2.8,10,3.1,3.1,3.1,3.1,-,-,-,-
10-Jan-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
10-Jan-25,KQ,Kenya Airways Plc,1.56,9.18,5.74,5.74,5.74,5.22,0.52,9.96%,264000,-
10-Jan-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.4,2.5,2.45,2.35,0.1,4.26%,4000,-
10-Jan-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,2.1,2.14,2.11,2.07,0.04,1.93%,7200,-
10-Jan-25,NMG,Nation Media Group Plc,10.05,15.5,13.35,14,13.55,13.2,0.35,2.65%,51000,-
10-Jan-25,SMER,Sameer Africa Plc,2.11,17,2.6,2.75,2.7,2.6,0.1,3.85%,16200,-
10-Jan-25,SGL,Standard Group Plc,4.5,7.14,4.5,5,4.71,4.77,-0.06,-1.26%,18300,-
10-Jan-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,16.25,16.25,16.25,16.25,-,-,100,-
10-Jan-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.17,0.18,0.18,0.17,0.01,5.88%,196800,-
10-Jan-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.68,3.01,2.89,2.74,0.15,5.47%,129500,-
10-Jan-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
10-Jan-25,BAMB,Bamburi Cement Ltd,47,67,53.5,54.5,54,54.25,-0.25,-0.46%,4000,-
10-Jan-25,CRWN,Crown Paints Kenya Plc,29,62,32,32,32,32,-,-,-,-
10-Jan-25,CABL,East African Cables Plc,0.98,3.27,1.03,1.19,1.1,1.09,0.01,0.92%,1014600,-
10-Jan-25,PORT,East African Portland Cement Ltd,24.5,64.25,26,28.95,27.5,28,-0.5,-1.79%,3800,-
10-Jan-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,4.15,4.38,4.3,4.32,-0.02,-0.46%,3769100,-
10-Jan-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
10-Jan-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
10-Jan-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,6.66,7.4,6.94,7.4,-0.46,-6.22%,3356500,-
10-Jan-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,20.8,21,20.9,20.8,0.1,0.48%,1700,-
10-Jan-25,UMME,Umeme Ltd,6.86,24.75,17,17.45,17.05,17.4,-0.35,-2.01%,15300,-
10-Jan-25,BRIT,Britam Holdings Plc,5.52,9.4,6.54,7,6.58,6.54,0.04,0.61%,12500,-
10-Jan-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.3,2.38,2.32,2.33,-0.01,-0.43%,376900,-
10-Jan-25,JUB,Jubilee Holdings Ltd,162,335.5,190.25,190.5,190.5,190,0.5,0.26%,400,-
10-Jan-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,1.44,1.57,1.53,1.44,0.09,6.25%,4026600,-
10-Jan-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,7.14,7.14,7.14,6.5,0.64,9.85%,2400,-
10-Jan-25,SLAM,Sanlam Kenya Plc,3.9,11,5.1,5.18,5.12,5.06,0.06,1.19%,29800,-
10-Jan-25,CTUM,Centum Investment Company Plc,9.22,16.75,10.55,10.8,10.8,10.5,0.3,2.86%,7900,-
10-Jan-25,HAFR,Home Afrika Ltd,0.33,1.83,0.35,0.37,0.36,0.34,0.02,5.88%,720500,-
10-Jan-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
10-Jan-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,2.98,3,2.99,2.9,0.09,3.10%,4200,-
10-Jan-25,TCL,Trans-Century Plc,0.36,1.78,0.43,0.44,0.44,0.43,0.01,2.33%,345500,-
10-Jan-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,6.62,6.86,6.76,6.5,0.26,4.00%,4600,-
10-Jan-25,AMAC,Africa Mega Agricorp Plc,51,80,70,70,70,70,-,-,-,-
10-Jan-25,BOC,BOC Kenya Plc,76,150,86.25,86.25,86.25,86.25,-,-,-,-
10-Jan-25,BAT,British American Tobacco Kenya Plc,345,452,366.25,374,370.25,372.75,-2.5,-0.67%,3000,-
10-Jan-25,CARB,Carbacid Investments Plc,16.25,32.2,19,19.5,19.35,19.2,0.15,0.78%,45900,-
10-Jan-25,EABL,East African Breweries Ltd,162.25,250,175,180,179.5,176,3.5,1.99%,910100,-
10-Jan-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,0.9,1,0.97,0.95,0.02,2.11%,30500,-
10-Jan-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
10-Jan-25,UNGA,Unga Group Ltd,14.4,28.25,17,17,17,16,1,6.25%,2400,-
10-Jan-25,SCOM,Safaricom Plc,14.1,31,17.85,18.5,18.1,17.95,0.15,0.84%,2510300,-
10-Jan-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
10-Jan-25,GLD,ABSA NewGold ETF,3000,9800,3260,3260,3260,3260,-,-,-,-
10-Jan-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1338.17,1338.17,1338.17,1335.86,2.31,0.17%,-,-
10-Jan-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2145.27,2145.27,2145.27,2142.52,2.75,0.13%,-,-
10-Jan-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3511.33,3511.33,3511.33,3508.57,2.76,0.08%,-,-
10-Jan-25,^NASI,NSE All-Share Index,110.65,192.89,129.64,129.64,129.64,128.97,0.67,0.52%,-,-
10-Jan-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1107.13,1107.13,1107.13,1109.79,-2.66,-0.24%,-,-
10-Jan-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2600.85,2600.85,2600.85,2575.13,25.72,1.00%,-,-
10-Jan-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1734.57,1734.57,1734.57,1712.12,22.45,1.31%,-,-
13-Jan-25,EGAD,Eaagads Ltd,10.8,24.1,12,12,12,12,-,-,-,-
13-Jan-25,KUKZ,Kakuzi Plc,365,440,400,400,400,400,-,-,-,-
13-Jan-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,232.75,232.75,232.75,232.75,-,-,-,-
13-Jan-25,LIMT,Limuru Tea Plc,295,423.5,350,350,350,350,-,-,-,-
13-Jan-25,SASN,Sasini Plc,13.3,20.4,15.5,16,15.7,16.05,-0.35,-2.18%,20000,-
13-Jan-25,WTK,Williamson Tea Kenya Plc,160,350,220,222,221.25,222,-0.75,-0.34%,1000,-
13-Jan-25,CGEN,Car and General (K) Ltd,19.5,63,24,24,24,24,-,-,-,-
13-Jan-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,18,19.4,18.7,19.1,-0.4,-2.09%,703000,-
13-Jan-25,BKG,BK Group Plc,28.75,43.5,34.9,35,35,35,-,-,5000,-
13-Jan-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,16.5,17.35,16.55,16.6,-0.05,-0.30%,350300,-
13-Jan-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,68.5,70,68.75,70,-1.25,-1.79%,25600,-
13-Jan-25,EQTY,Equity Group Holdings Plc,41.2,71,47.5,48.4,47.8,47.5,0.3,0.63%,15000,-
13-Jan-25,HFCK,HF Group Ltd,3.32,11.4,5.72,6.38,6.36,5.8,0.56,9.66%,2038100,-
13-Jan-25,IMH,I & M Holdings Plc,28,46.2,33.6,35,34.55,33.95,0.6,1.77%,66100,-
13-Jan-25,KCB,KCB Group Plc,35,72.5,43.25,44,43.45,43.3,0.15,0.35%,433300,-
13-Jan-25,NCBA,NCBA Group Plc,40,100,46.9,48.5,47.35,48.45,-1.1,-2.27%,21400,-
13-Jan-25,SBIC,Stanbic Holdings Plc,125,202.5,141.5,156.75,150.75,157,-6.25,-3.98%,2700,-
13-Jan-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,292,300,299.75,300,-0.25,-0.08%,143700,-
13-Jan-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
13-Jan-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.07,1.19,1.16,1.12,0.04,3.57%,53400,-
13-Jan-25,XPRS,Express Kenya Plc,2.8,10,3.1,3.1,3.1,3.1,-,-,100,-
13-Jan-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
13-Jan-25,KQ,Kenya Airways Plc,1.56,9.18,6.3,6.3,6.3,5.74,0.56,9.76%,461000,-
13-Jan-25,LKL,Longhorn Publishers Plc,2.1,3.47,2.5,2.5,2.5,2.45,0.05,2.04%,6900,-
13-Jan-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,1.99,2.15,2,2.11,-0.11,-5.21%,33800,-
13-Jan-25,NMG,Nation Media Group Plc,10.05,15.5,13.55,14.45,13.6,13.55,0.05,0.37%,54000,-
13-Jan-25,SMER,Sameer Africa Plc,2.11,17,2.6,2.7,2.61,2.7,-0.09,-3.33%,49600,-
13-Jan-25,SGL,Standard Group Plc,4.5,7.14,4.71,5,4.8,4.71,0.09,1.91%,1900,-
13-Jan-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,15.7,16,15.8,16.25,-0.45,-2.77%,2800,-
13-Jan-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.18,0.19,0.19,0.18,0.01,5.56%,48700,-
13-Jan-25,SCAN,WPP ScanGroup Plc,1.8,4.02,2.68,2.89,2.77,2.89,-0.12,-4.15%,9000,-
13-Jan-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
13-Jan-25,BAMB,Bamburi Cement Ltd,47,67,54,56,54.75,54,0.75,1.39%,6800,-
13-Jan-25,CRWN,Crown Paints Kenya Plc,29,62,30,33.1,31.2,32,-0.8,-2.50%,4400,-
13-Jan-25,CABL,East African Cables Plc,0.98,3.27,1.1,1.2,1.14,1.1,0.04,3.64%,82800,-
13-Jan-25,PORT,East African Portland Cement Ltd,24.5,64.25,24.75,27,26.15,27.5,-1.35,-4.91%,1000,-
13-Jan-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,4.2,4.32,4.28,4.3,-0.02,-0.47%,2313000,-
13-Jan-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
13-Jan-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
13-Jan-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,6.26,6.94,6.28,6.94,-0.66,-9.51%,4130900,-
13-Jan-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,20.6,21.5,21.05,20.9,0.15,0.72%,20300,-
13-Jan-25,UMME,Umeme Ltd,6.86,24.75,16.75,17,16.85,17.05,-0.2,-1.17%,39000,-
13-Jan-25,BRIT,Britam Holdings Plc,5.52,9.4,6.58,7.22,7,6.58,0.42,6.38%,46900,-
13-Jan-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.3,2.36,2.35,2.32,0.03,1.29%,186900,-
13-Jan-25,JUB,Jubilee Holdings Ltd,162,335.5,185,195,194.5,190.5,4,2.10%,11000,-
